version,source_commit,tag,grid_width,grid_height,generations,density,seed,repetitions,mean_seconds,median_seconds,min_seconds,max_seconds,sample_stddev_seconds,cv_percent,live_cells,checksum,hostname,job_id
v3_explicit_neighbours,60ebf199d20f8ffacee92b49b50ae85c76f1e6ef,v3_explicit_neighbours,512,512,800,35,12345,5,1.012626332,1.010598950,1.009867830,1.020801240,0.004647163,0.458922,12555,15060713646708581250,a100-0,562448
v3_explicit_neighbours,60ebf199d20f8ffacee92b49b50ae85c76f1e6ef,v3_explicit_neighbours,1024,1024,800,35,12345,5,4.002189576,4.002820110,3.996360760,4.008042250,0.004587002,0.114612,46221,5618886287333370134,a100-0,562448
v3_explicit_neighbours,60ebf199d20f8ffacee92b49b50ae85c76f1e6ef,v3_explicit_neighbours,2048,2048,800,35,12345,5,16.080942680,16.074788300,16.065819800,16.101995200,0.014041051,0.087315,191087,4873404224917354866,a100-0,562448
